id_observation,date,annee,mois,semaine,region_administrative,prefecture,zone_climatique,latitude,longitude,temperature_moyenne_c,temperature_min_c,temperature_max_c,precipitation_mm,precipitation_7j_mm,precipitation_30j_mm,humidite_relative_pct,vitesse_vent_kmh,jours_pluie_7j,humidite_sol_pct,indice_eau_stagnante,cas_paludisme_simules,taux_incidence_simule_pour_1000,niveau_risque
GN2025-00596,2025-08-31,2025,8,35,Kindia,Kindia,côtier,10.06000,-12.87000,26.87,21.33,31.16,2.55,127.39,749.40,72.91,9.04,6,88.09,0.950,9,0.010,eleve
GN2025-00597,2025-01-10,2025,1,2,Kindia,Télimélé,soudano-guinéen,10.91000,-13.04000,30.01,25.05,33.52,0.62,23.08,24.26,60.29,8.57,1,46.55,0.193,3,0.003,faible
GN2025-00598,2025-06-07,2025,6,23,Labé,Koubia,montagneux,11.59000,-11.90000,24.28,21.22,27.97,0.39,67.42,166.28,69.33,5.63,5,53.38,0.641,6,0.005,faible
GN2025-00599,2025-01-12,2025,1,2,Labé,Labé,montagneux,11.32000,-12.29000,25.81,20.23,29.44,0.17,1.81,8.83,57.54,10.82,0,30.34,0.107,4,0.004,faible
GN2025-00600,2025-05-07,2025,5,19,Labé,Lélouma,montagneux,11.18000,-12.48000,25.17,19.84,30.45,2.60,12.03,55.94,63.62,10.98,4,46.19,0.317,6,0.006,faible
GN2025-00601,2025-04-03,2025,4,14,Labé,Mali,montagneux,12.08000,-12.30000,25.27,19.73,29.73,3.42,7.19,20.15,64.25,12.71,2,44.36,0.217,2,0.002,faible
GN2025-00602,2025-01-24,2025,1,4,Labé,Tougué,montagneux,11.45000,-11.67000,27.31,23.30,32.86,0.63,2.93,67.99,60.43,13.07,0,54.22,0.078,4,0.004,faible
GN2025-00603,2025-10-01,2025,10,40,Mamou,Dalaba,montagneux,10.69000,-12.25000,24.52,19.54,29.13,46.76,177.55,656.32,79.39,7.60,6,80.74,1.000,12,0.011,eleve
GN2025-00604,2025-01-14,2025,1,3,Mamou,Mamou,montagneux,10.38000,-12.09000,26.34,22.15,32.10,0.01,6.76,23.64,64.03,11.14,1,41.02,0.143,8,0.008,faible
GN2025-00605,2025-06-27,2025,6,26,Mamou,Pita,montagneux,11.06000,-12.40000,25.17,22.13,29.78,2.87,180.75,429.75,76.23,11.61,7,69.73,1.000,13,0.012,eleve
GN2025-00606,2025-05-03,2025,5,18,Nzérékoré,Beyla,forestier,8.69000,-8.65000,27.58,24.28,33.16,0.07,34.00,159.30,59.74,11.14,1,50.32,0.199,5,0.005,faible
GN2025-00607,2025-09-06,2025,9,36,Nzérékoré,Guéckédou,forestier,8.57000,-10.13000,25.47,21.15,31.11,1.85,146.80,706.25,73.76,8.34,7,85.02,1.000,10,0.011,eleve
GN2025-00608,2025-05-22,2025,5,21,Nzérékoré,Lola,forestier,7.80000,-8.53000,25.47,22.30,29.92,20.33,115.88,381.50,70.02,6.71,6,61.13,0.900,9,0.010,moyen
GN2025-00609,2025-08-10,2025,8,32,Nzérékoré,Macenta,forestier,8.54000,-9.47000,23.70,20.07,27.87,57.22,382.39,1507.47,76.55,8.64,7,98.00,1.000,13,0.014,eleve
GN2025-00610,2025-12-06,2025,12,49,Nzérékoré,Nzérékoré,forestier,7.76000,-8.82000,25.06,20.13,28.86,88.33,184.01,677.47,82.72,4.98,6,89.77,1.000,18,0.020,eleve
GN2025-00611,2025-10-08,2025,10,41,Nzérékoré,Yomou,forestier,7.56000,-9.31000,24.94,21.80,29.32,30.07,284.78,1188.59,80.44,5.77,6,98.00,1.000,18,0.019,eleve
GN2025-00612,2025-02-04,2025,2,6,Conakry,Conakry,côtier,9.54000,-13.68000,28.43,23.22,31.63,0.53,2.00,65.02,57.36,7.49,0,38.49,0.125,6,0.007,faible
GN2025-00613,2025-11-24,2025,11,48,Boké,Boffa,côtier,10.18000,-14.04000,27.68,22.44,31.84,0.12,94.68,646.68,73.23,6.49,5,73.63,0.673,9,0.009,eleve
GN2025-00614,2025-06-20,2025,6,25,Boké,Boké,côtier,10.94000,-14.29000,26.25,20.90,31.13,1.36,66.05,347.95,72.91,10.27,6,51.64,0.586,13,0.013,moyen
GN2025-00615,2025-09-28,2025,9,39,Boké,Fria,côtier,10.37000,-13.58000,26.19,20.66,29.91,17.82,56.93,429.89,77.02,7.24,5,73.97,0.593,9,0.009,moyen
GN2025-00616,2025-10-26,2025,10,43,Boké,Gaoual,soudano-guinéen,11.75000,-13.20000,29.55,25.50,34.93,1.11,29.19,326.96,78.34,8.27,7,63.04,0.593,6,0.006,faible
GN2025-00617,2025-03-03,2025,3,10,Boké,Koundara,soudano-guinéen,12.48000,-13.30000,30.33,25.41,34.44,0.36,3.41,36.57,57.09,12.15,0,41.18,0.130,4,0.004,faible
GN2025-00618,2025-08-23,2025,8,34,Faranah,Dabola,soudano-guinéen,10.75000,-11.11000,27.41,21.97,31.92,0.45,102.57,266.04,75.10,5.03,5,65.04,0.817,15,0.014,moyen
GN2025-00619,2025-10-03,2025,10,40,Faranah,Dinguiraye,soudano-guinéen,11.30000,-10.72000,27.31,23.98,32.45,2.23,53.60,296.20,74.64,7.22,6,62.26,0.634,9,0.008,moyen
GN2025-00620,2025-10-11,2025,10,41,Faranah,Faranah,soudano-guinéen,10.04000,-10.74000,26.98,23.37,30.44,7.80,70.78,501.61,72.15,5.85,6,73.86,0.666,17,0.017,moyen
GN2025-00621,2025-12-11,2025,12,50,Faranah,Kissidougou,forestier,9.18000,-10.10000,27.09,22.32,32.43,33.64,207.21,807.55,79.27,6.03,4,95.34,1.000,17,0.018,eleve
GN2025-00622,2025-11-29,2025,11,48,Kankan,Kankan,soudano-guinéen,10.39000,-9.31000,29.94,25.95,33.46,1.61,19.72,185.65,77.70,7.39,7,47.15,0.599,9,0.009,moyen
GN2025-00623,2025-12-05,2025,12,49,Kankan,Kérouané,forestier,9.27000,-9.01000,27.86,23.88,33.30,18.38,115.45,741.38,73.46,8.79,6,90.42,0.865,13,0.013,eleve
GN2025-00624,2025-03-13,2025,3,11,Kankan,Kouroussa,soudano-guinéen,10.65000,-9.89000,29.97,25.62,34.64,0.56,3.07,25.15,59.46,9.43,0,39.83,0.063,1,0.001,faible
GN2025-00625,2025-01-11,2025,1,2,Kankan,Mandiana,soudano-guinéen,10.63000,-8.68000,28.77,25.21,32.94,0.22,42.17,43.68,51.77,7.95,1,38.50,0.322,5,0.005,faible
GN2025-00626,2025-12-20,2025,12,51,Kankan,Siguiri,soudano-guinéen,11.42000,-9.17000,29.61,24.25,34.09,2.63,11.44,73.75,75.04,8.11,5,54.77,0.370,5,0.005,faible
GN2025-00627,2025-01-20,2025,1,4,Kindia,Coyah,côtier,9.71000,-13.38000,30.43,26.60,33.70,0.33,30.29,37.15,50.50,5.78,1,32.19,0.294,1,0.001,faible
GN2025-00628,2025-02-26,2025,2,9,Kindia,Dubréka,côtier,9.79000,-13.52000,28.69,23.62,34.02,0.40,2.59,91.88,57.56,7.88,0,43.79,0.120,1,0.001,faible
GN2025-00629,2025-08-13,2025,8,33,Kindia,Forécariah,côtier,9.43000,-13.09000,25.90,21.97,29.50,20.13,70.65,1067.81,79.17,10.33,6,98.00,0.708,10,0.011,eleve
GN2025-00630,2025-08-28,2025,8,35,Kindia,Kindia,côtier,10.06000,-12.87000,26.17,22.53,30.87,0.05,222.83,721.57,75.03,6.73,6,84.29,1.000,11,0.012,eleve
GN2025-00631,2025-05-01,2025,5,18,Kindia,Télimélé,soudano-guinéen,10.91000,-13.04000,28.04,24.97,31.31,0.11,2.16,107.28,64.74,13.32,0,48.67,0.095,6,0.006,faible
GN2025-00632,2025-09-18,2025,9,38,Labé,Koubia,montagneux,11.59000,-11.90000,24.29,20.54,30.04,0.72,68.58,675.83,78.60,8.43,4,77.98,0.645,8,0.007,moyen
GN2025-00633,2025-04-24,2025,4,17,Labé,Labé,montagneux,11.32000,-12.29000,24.48,21.28,28.15,0.27,11.87,57.13,66.55,12.83,1,34.85,0.217,3,0.003,faible
GN2025-00634,2025-04-02,2025,4,14,Labé,Lélouma,montagneux,11.18000,-12.48000,24.30,20.06,29.66,0.71,47.64,79.60,63.42,10.10,2,39.51,0.285,4,0.004,faible
GN2025-00635,2025-11-01,2025,11,44,Labé,Mali,montagneux,12.08000,-12.30000,24.44,19.19,29.58,2.88,22.89,270.11,77.56,4.95,6,55.69,0.478,3,0.003,faible
GN2025-00636,2025-04-29,2025,4,18,Labé,Tougué,montagneux,11.45000,-11.67000,24.96,20.77,29.57,0.39,2.62,58.86,62.56,8.85,0,40.20,0.164,3,0.003,faible
GN2025-00637,2025-05-07,2025,5,19,Mamou,Dalaba,montagneux,10.69000,-12.25000,24.03,19.76,27.22,1.18,60.77,105.37,66.76,7.50,4,50.68,0.515,2,0.002,faible
GN2025-00638,2025-04-04,2025,4,14,Mamou,Mamou,montagneux,10.38000,-12.09000,26.90,22.85,30.23,14.60,17.48,58.87,57.64,11.61,1,37.56,0.251,4,0.004,faible
GN2025-00639,2025-01-08,2025,1,2,Mamou,Pita,montagneux,11.06000,-12.40000,25.82,21.58,31.20,0.29,19.94,20.11,48.43,10.53,1,36.81,0.153,3,0.003,faible
GN2025-00640,2025-12-22,2025,12,52,Nzérékoré,Beyla,forestier,8.69000,-8.65000,24.94,20.26,28.60,0.84,152.91,566.71,73.22,5.73,4,80.71,0.885,8,0.008,eleve
GN2025-00641,2025-04-20,2025,4,16,Nzérékoré,Guéckédou,forestier,8.57000,-10.13000,26.68,23.18,30.48,0.34,34.86,67.29,66.82,9.07,1,45.18,0.265,6,0.007,faible
GN2025-00642,2025-09-21,2025,9,38,Nzérékoré,Lola,forestier,7.80000,-8.53000,25.34,21.49,28.68,18.34,479.00,1504.56,80.15,8.45,5,98.00,1.000,12,0.013,eleve
GN2025-00643,2025-03-27,2025,3,13,Nzérékoré,Macenta,forestier,8.54000,-9.47000,26.72,23.58,30.67,0.44,15.18,77.88,59.42,11.02,1,49.93,0.263,5,0.005,faible
GN2025-00644,2025-01-01,2025,1,1,Nzérékoré,Nzérékoré,forestier,7.76000,-8.82000,27.18,21.65,31.17,0.78,0.78,0.78,58.20,11.93,0,30.51,0.134,4,0.004,faible
GN2025-00645,2025-03-24,2025,3,13,Nzérékoré,Yomou,forestier,7.56000,-9.31000,27.71,24.68,33.44,0.67,96.40,174.07,50.24,18.20,3,42.52,0.636,16,0.017,moyen
GN2025-00646,2025-01-30,2025,1,5,Conakry,Conakry,côtier,9.54000,-13.68000,27.94,23.10,31.38,0.05,2.75,64.33,60.21,11.21,0,38.52,0.051,3,0.003,faible
GN2025-00647,2025-12-06,2025,12,49,Boké,Boffa,côtier,10.18000,-14.04000,27.71,24.70,31.50,0.41,163.78,659.28,73.86,9.57,6,79.03,1.000,17,0.018,eleve
GN2025-00648,2025-09-24,2025,9,39,Boké,Boké,côtier,10.94000,-14.29000,27.19,23.67,31.62,6.29,169.81,401.91,79.32,7.38,5,59.77,1.000,9,0.009,eleve
GN2025-00649,2025-01-08,2025,1,2,Boké,Fria,côtier,10.37000,-13.58000,28.70,23.21,32.63,0.72,33.68,33.91,59.14,8.60,2,41.26,0.308,7,0.007,faible
GN2025-00650,2025-04-08,2025,4,15,Boké,Gaoual,soudano-guinéen,11.75000,-13.20000,29.03,23.87,33.52,0.61,6.44,81.15,63.74,12.53,1,39.44,0.089,4,0.004,faible
GN2025-00651,2025-09-19,2025,9,38,Boké,Koundara,soudano-guinéen,12.48000,-13.30000,30.13,27.03,33.61,9.93,30.16,148.28,76.63,9.72,6,56.43,0.510,2,0.002,faible
GN2025-00652,2025-06-26,2025,6,26,Faranah,Dabola,soudano-guinéen,10.75000,-11.11000,28.74,25.38,33.01,7.88,24.90,172.69,70.08,8.71,4,59.51,0.392,3,0.003,faible
GN2025-00653,2025-12-26,2025,12,52,Faranah,Dinguiraye,soudano-guinéen,11.30000,-10.72000,26.79,21.74,29.89,16.92,112.13,260.88,70.59,9.01,6,55.35,0.838,5,0.005,moyen
GN2025-00654,2025-01-31,2025,1,5,Faranah,Faranah,soudano-guinéen,10.04000,-10.74000,29.98,26.24,33.48,0.42,1.82,49.30,56.06,9.79,0,32.47,0.141,3,0.003,faible
GN2025-00655,2025-11-11,2025,11,46,Faranah,Kissidougou,forestier,9.18000,-10.10000,25.95,22.83,31.18,23.14,242.48,928.55,81.66,8.08,7,98.00,1.000,10,0.011,eleve
GN2025-00656,2025-04-17,2025,4,16,Kankan,Kankan,soudano-guinéen,10.39000,-9.31000,29.08,25.86,33.05,0.56,3.48,37.40,59.92,8.53,0,44.30,0.117,2,0.002,faible
GN2025-00657,2025-12-20,2025,12,51,Kankan,Kérouané,forestier,9.27000,-9.01000,26.80,21.96,31.79,54.74,280.73,694.84,84.24,8.22,7,78.15,1.000,16,0.016,eleve
GN2025-00658,2025-05-30,2025,5,22,Kankan,Kouroussa,soudano-guinéen,10.65000,-9.89000,27.41,22.93,31.82,2.49,16.86,83.35,70.77,12.13,2,49.99,0.223,11,0.011,faible
GN2025-00659,2025-01-22,2025,1,4,Kankan,Mandiana,soudano-guinéen,10.63000,-8.68000,30.47,25.83,35.26,0.02,9.86,54.95,61.18,11.99,1,39.73,0.186,1,0.001,faible
GN2025-00660,2025-04-13,2025,4,15,Kankan,Siguiri,soudano-guinéen,11.42000,-9.17000,30.43,24.92,34.93,0.43,28.92,53.38,64.50,8.02,1,37.71,0.248,4,0.004,faible
GN2025-00661,2025-11-16,2025,11,46,Kindia,Coyah,côtier,9.71000,-13.38000,27.12,24.02,32.47,4.70,176.32,645.59,79.19,12.51,7,85.21,1.000,14,0.016,eleve
GN2025-00662,2025-04-24,2025,4,17,Kindia,Dubréka,côtier,9.79000,-13.52000,28.87,24.93,32.92,0.76,65.99,214.51,62.41,9.56,2,53.48,0.479,6,0.007,moyen
GN2025-00663,2025-08-09,2025,8,32,Kindia,Forécariah,côtier,9.43000,-13.09000,27.80,23.12,31.16,4.32,227.41,1210.10,72.90,7.71,6,98.00,1.000,26,0.028,eleve
GN2025-00664,2025-10-24,2025,10,43,Kindia,Kindia,côtier,10.06000,-12.87000,26.07,22.91,30.13,12.10,290.23,1043.63,80.20,5.67,6,94.91,1.000,13,0.014,eleve
GN2025-00665,2025-02-11,2025,2,7,Kindia,Télimélé,soudano-guinéen,10.91000,-13.04000,29.77,26.39,35.26,0.11,40.50,78.97,53.12,13.91,2,35.75,0.385,3,0.003,faible
GN2025-00666,2025-06-09,2025,6,24,Labé,Koubia,montagneux,11.59000,-11.90000,24.68,21.49,28.87,3.60,57.03,169.93,68.48,10.55,5,46.33,0.527,7,0.006,faible
GN2025-00667,2025-09-16,2025,9,38,Labé,Labé,montagneux,11.32000,-12.29000,23.53,20.08,29.03,74.86,199.24,646.67,89.44,5.67,7,77.37,1.000,9,0.008,eleve
GN2025-00668,2025-12-29,2025,12,1,Labé,Lélouma,montagneux,11.18000,-12.48000,23.35,18.64,27.23,0.94,46.57,446.17,72.67,9.61,5,67.18,0.584,7,0.006,faible
GN2025-00669,2025-07-22,2025,7,30,Labé,Mali,montagneux,12.08000,-12.30000,23.25,17.78,28.02,0.51,122.47,397.46,79.47,7.01,5,70.61,0.903,7,0.006,moyen
GN2025-00670,2025-08-26,2025,8,35,Labé,Tougué,montagneux,11.45000,-11.67000,24.60,20.39,29.83,23.13,116.46,381.76,72.27,6.20,6,63.10,0.934,8,0.007,moyen
GN2025-00671,2025-08-02,2025,8,31,Mamou,Dalaba,montagneux,10.69000,-12.25000,23.10,17.92,28.27,1.82,118.99,406.28,76.06,5.48,6,62.55,0.974,5,0.005,moyen
GN2025-00672,2025-02-09,2025,2,6,Mamou,Mamou,montagneux,10.38000,-12.09000,26.63,23.45,31.01,0.14,2.17,48.87,55.50,7.94,0,38.66,0.090,1,0.001,faible
GN2025-00673,2025-06-10,2025,6,24,Mamou,Pita,montagneux,11.06000,-12.40000,25.18,19.92,29.51,0.85,117.49,244.82,77.65,13.30,5,47.43,0.886,11,0.010,moyen
GN2025-00674,2025-01-02,2025,1,1,Nzérékoré,Beyla,forestier,8.69000,-8.65000,27.65,24.51,33.24,0.77,1.47,1.47,62.30,9.07,0,50.16,0.083,4,0.004,faible
GN2025-00675,2025-10-14,2025,10,42,Nzérékoré,Guéckédou,forestier,8.57000,-10.13000,26.43,23.17,31.73,2.17,51.99,940.63,75.63,5.97,7,98.00,0.623,9,0.010,eleve
GN2025-00676,2025-08-23,2025,8,34,Nzérékoré,Lola,forestier,7.80000,-8.53000,24.13,18.83,29.76,11.12,73.76,784.90,79.08,9.56,6,88.88,0.735,8,0.008,moyen
GN2025-00677,2025-08-03,2025,8,31,Nzérékoré,Macenta,forestier,8.54000,-9.47000,25.12,21.29,30.30,71.94,328.35,1457.71,89.88,13.84,7,98.00,1.000,19,0.021,eleve
GN2025-00678,2025-03-19,2025,3,12,Nzérékoré,Nzérékoré,forestier,7.76000,-8.82000,26.89,23.37,32.34,0.10,2.36,9.92,60.27,16.12,0,30.16,0.088,3,0.003,faible
GN2025-00679,2025-09-06,2025,9,36,Nzérékoré,Yomou,forestier,7.56000,-9.31000,26.43,22.58,30.12,48.12,337.58,1415.63,77.98,7.83,7,98.00,1.000,11,0.012,eleve
GN2025-00680,2025-11-17,2025,11,47,Conakry,Conakry,côtier,9.54000,-13.68000,26.90,23.67,31.70,139.01,328.35,1276.63,88.58,2.73,7,98.00,1.000,10,0.012,eleve
GN2025-00681,2025-11-09,2025,11,45,Boké,Boffa,côtier,10.18000,-14.04000,27.98,23.71,33.25,0.28,143.29,580.46,81.16,10.84,4,76.30,1.000,10,0.010,eleve
GN2025-00682,2025-10-27,2025,10,44,Boké,Boké,côtier,10.94000,-14.29000,27.63,22.71,31.22,0.56,90.50,415.53,78.72,8.97,5,63.92,0.792,11,0.011,eleve
GN2025-00683,2025-07-08,2025,7,28,Boké,Fria,côtier,10.37000,-13.58000,27.95,22.72,33.29,2.21,217.16,592.07,70.68,8.21,6,75.23,1.000,11,0.011,eleve
GN2025-00684,2025-03-06,2025,3,10,Boké,Gaoual,soudano-guinéen,11.75000,-13.20000,30.11,27.11,34.15,0.71,6.64,18.22,58.02,9.16,1,25.49,0.126,1,0.001,faible
GN2025-00685,2025-05-06,2025,5,19,Boké,Koundara,soudano-guinéen,12.48000,-13.30000,29.23,25.28,33.11,0.63,21.58,61.74,72.89,13.45,3,46.69,0.336,4,0.004,faible
GN2025-00686,2025-12-14,2025,12,50,Faranah,Dabola,soudano-guinéen,10.75000,-11.11000,28.33,25.21,32.18,2.40,37.66,295.36,74.22,9.63,5,60.41,0.451,8,0.008,faible
GN2025-00687,2025-11-12,2025,11,46,Faranah,Dinguiraye,soudano-guinéen,11.30000,-10.72000,26.84,23.23,30.41,2.99,62.65,293.26,68.86,10.11,7,61.30,0.705,8,0.008,moyen
GN2025-00688,2025-02-17,2025,2,8,Faranah,Faranah,soudano-guinéen,10.04000,-10.74000,28.77,24.89,31.88,0.37,2.29,31.69,52.44,12.90,0,29.33,0.076,2,0.002,faible
GN2025-00689,2025-08-26,2025,8,35,Faranah,Kissidougou,forestier,9.18000,-10.10000,26.91,22.67,31.53,0.60,108.10,881.99,69.79,7.62,5,91.69,0.824,7,0.007,eleve
GN2025-00690,2025-12-27,2025,12,52,Kankan,Kankan,soudano-guinéen,10.39000,-9.31000,28.31,23.17,34.02,34.52,75.06,426.45,77.12,9.69,6,69.13,0.716,9,0.009,moyen
GN2025-00691,2025-05-22,2025,5,21,Kankan,Kérouané,forestier,9.27000,-9.01000,28.69,23.34,33.30,0.87,63.25,217.55,68.53,11.24,4,43.45,0.540,8,0.008,moyen
GN2025-00692,2025-01-11,2025,1,2,Kankan,Kouroussa,soudano-guinéen,10.65000,-9.89000,29.74,24.92,33.77,0.42,5.01,7.04,56.13,8.93,1,40.88,0.155,1,0.001,faible
GN2025-00693,2025-09-21,2025,9,38,Kankan,Mandiana,soudano-guinéen,10.63000,-8.68000,27.98,24.03,31.83,17.17,113.57,352.24,79.10,8.38,7,64.84,0.962,6,0.006,eleve
GN2025-00694,2025-08-27,2025,8,35,Kankan,Siguiri,soudano-guinéen,11.42000,-9.17000,29.65,24.93,33.43,1.00,45.96,169.62,76.21,7.49,6,58.83,0.536,10,0.009,faible
GN2025-00695,2025-05-31,2025,5,22,Kindia,Coyah,côtier,9.71000,-13.38000,27.69,22.80,32.11,1.39,34.45,147.61,66.69,7.61,5,48.13,0.463,6,0.007,moyen
GN2025-00696,2025-10-02,2025,10,40,Kindia,Dubréka,côtier,9.79000,-13.52000,27.93,22.61,31.82,11.91,176.87,850.17,77.37,7.26,6,96.78,1.000,19,0.021,eleve
GN2025-00697,2025-05-07,2025,5,19,Kindia,Forécariah,côtier,9.43000,-13.09000,29.39,25.95,33.35,59.29,74.80,414.03,76.34,13.32,4,65.57,0.653,8,0.009,moyen
GN2025-00698,2025-08-09,2025,8,32,Kindia,Kindia,côtier,10.06000,-12.87000,26.83,23.78,29.85,23.41,256.19,1018.59,73.55,8.02,7,98.00,1.000,13,0.014,eleve
GN2025-00699,2025-08-29,2025,8,35,Kindia,Télimélé,soudano-guinéen,10.91000,-13.04000,27.48,23.68,33.08,23.57,92.40,463.44,73.52,5.31,7,59.94,0.805,5,0.005,moyen
GN2025-00700,2025-03-05,2025,3,10,Labé,Koubia,montagneux,11.59000,-11.90000,24.76,21.38,27.88,0.39,23.43,73.96,59.93,9.94,1,39.58,0.219,3,0.003,faible
GN2025-00701,2025-06-15,2025,6,24,Labé,Labé,montagneux,11.32000,-12.29000,25.17,20.39,28.39,2.67,62.87,392.67,68.75,10.03,7,63.76,0.660,13,0.012,moyen
GN2025-00702,2025-01-01,2025,1,1,Labé,Lélouma,montagneux,11.18000,-12.48000,23.88,18.65,29.12,0.50,0.50,0.50,56.56,12.03,0,40.09,0.081,2,0.002,faible
GN2025-00703,2025-11-18,2025,11,47,Labé,Mali,montagneux,12.08000,-12.30000,25.47,20.73,30.96,0.80,80.50,342.27,72.06,9.00,5,61.95,0.667,15,0.013,moyen
GN2025-00704,2025-12-31,2025,12,1,Labé,Tougué,montagneux,11.45000,-11.67000,24.55,21.54,28.40,4.22,141.40,426.31,68.48,6.67,6,54.11,1.000,8,0.007,moyen
GN2025-00705,2025-03-21,2025,3,12,Mamou,Dalaba,montagneux,10.69000,-12.25000,25.64,21.95,30.82,0.57,9.93,19.89,63.81,13.75,1,33.89,0.167,3,0.003,faible
GN2025-00706,2025-06-13,2025,6,24,Mamou,Mamou,montagneux,10.38000,-12.09000,25.17,21.61,29.36,0.00,46.40,176.74,68.85,6.53,4,53.52,0.490,2,0.002,faible
GN2025-00707,2025-01-09,2025,1,2,Mamou,Pita,montagneux,11.06000,-12.40000,25.73,20.47,29.29,0.30,19.91,20.42,61.18,9.59,1,38.09,0.179,2,0.002,faible
GN2025-00708,2025-06-05,2025,6,23,Nzérékoré,Beyla,forestier,8.69000,-8.65000,27.00,22.32,32.56,2.32,50.62,390.58,72.12,9.74,6,62.99,0.577,13,0.013,moyen
GN2025-00709,2025-09-07,2025,9,36,Nzérékoré,Guéckédou,forestier,8.57000,-10.13000,24.80,21.17,28.89,3.59,148.89,669.62,74.63,5.30,7,74.57,1.000,8,0.009,eleve
GN2025-00710,2025-12-26,2025,12,52,Nzérékoré,Lola,forestier,7.80000,-8.53000,23.78,20.48,29.29,2.65,254.89,1143.70,74.53,5.54,7,98.00,1.000,16,0.017,eleve
GN2025-00711,2025-05-17,2025,5,20,Nzérékoré,Macenta,forestier,8.54000,-9.47000,26.46,21.73,29.89,25.70,140.68,341.44,66.64,8.33,7,59.42,1.000,8,0.009,eleve
GN2025-00712,2025-05-19,2025,5,21,Nzérékoré,Nzérékoré,forestier,7.76000,-8.82000,25.75,21.03,30.13,25.79,123.41,393.71,68.51,7.27,7,67.96,0.983,8,0.009,eleve
GN2025-00713,2025-12-25,2025,12,52,Nzérékoré,Yomou,forestier,7.56000,-9.31000,26.41,21.09,31.98,143.89,323.44,1260.37,90.03,7.70,6,98.00,1.000,15,0.016,eleve
GN2025-00714,2025-07-25,2025,7,30,Conakry,Conakry,côtier,9.54000,-13.68000,27.22,22.28,32.78,3.78,141.42,796.63,76.54,8.69,5,88.89,0.968,16,0.019,eleve
GN2025-00715,2025-12-18,2025,12,51,Boké,Boffa,côtier,10.18000,-14.04000,28.41,24.93,31.93,29.71,150.59,478.10,79.69,8.79,7,73.63,1.000,15,0.016,eleve
GN2025-00716,2025-10-26,2025,10,43,Boké,Boké,côtier,10.94000,-14.29000,27.90,22.49,31.77,16.57,104.34,421.98,70.50,6.14,6,68.37,0.821,5,0.005,eleve
GN2025-00717,2025-12-05,2025,12,49,Boké,Fria,côtier,10.37000,-13.58000,28.66,25.52,32.70,19.93,74.43,517.32,84.40,9.27,7,78.17,0.811,8,0.008,eleve
GN2025-00718,2025-02-16,2025,2,7,Boké,Gaoual,soudano-guinéen,11.75000,-13.20000,30.28,24.72,35.97,0.39,2.47,28.85,55.45,13.72,0,37.26,0.055,3,0.003,faible
GN2025-00719,2025-12-23,2025,12,52,Boké,Koundara,soudano-guinéen,12.48000,-13.30000,28.81,24.44,31.88,2.64,82.00,372.51,66.30,7.00,6,57.34,0.706,6,0.006,moyen
GN2025-00720,2025-02-01,2025,2,5,Faranah,Dabola,soudano-guinéen,10.75000,-11.11000,28.89,24.27,33.13,0.48,3.20,11.63,58.79,12.35,0,32.87,0.034,1,0.001,faible
GN2025-00721,2025-04-02,2025,4,14,Faranah,Dinguiraye,soudano-guinéen,11.30000,-10.72000,27.77,23.03,31.62,0.67,2.76,35.70,55.87,11.54,0,35.40,0.083,2,0.002,faible
GN2025-00722,2025-05-29,2025,5,22,Faranah,Faranah,soudano-guinéen,10.04000,-10.74000,28.76,25.30,33.80,1.28,36.68,289.76,61.76,7.46,4,55.99,0.397,8,0.008,faible
GN2025-00723,2025-05-31,2025,5,22,Faranah,Kissidougou,forestier,9.18000,-10.10000,26.43,21.10,30.20,1.03,134.53,327.94,70.21,10.30,5,57.00,0.951,14,0.015,eleve
GN2025-00724,2025-07-12,2025,7,28,Kankan,Kankan,soudano-guinéen,10.39000,-9.31000,29.16,23.58,33.51,0.05,76.99,277.43,76.89,10.89,5,61.49,0.683,7,0.007,moyen
GN2025-00725,2025-10-13,2025,10,42,Kankan,Kérouané,forestier,9.27000,-9.01000,26.17,20.97,29.84,0.69,214.19,690.29,75.94,11.09,6,82.23,1.000,16,0.016,eleve
GN2025-00726,2025-03-29,2025,3,13,Kankan,Kouroussa,soudano-guinéen,10.65000,-9.89000,29.32,24.30,34.54,8.14,14.06,39.49,59.51,7.25,2,36.21,0.188,2,0.002,faible
GN2025-00727,2025-11-25,2025,11,48,Kankan,Mandiana,soudano-guinéen,10.63000,-8.68000,28.87,23.60,32.38,2.46,119.28,326.39,72.65,9.34,5,59.66,0.924,7,0.007,moyen
GN2025-00728,2025-08-05,2025,8,32,Kankan,Siguiri,soudano-guinéen,11.42000,-9.17000,30.12,27.06,33.80,24.24,57.07,189.30,78.25,9.35,4,56.43,0.617,11,0.010,faible
GN2025-00729,2025-07-22,2025,7,30,Kindia,Coyah,côtier,9.71000,-13.38000,27.44,24.01,31.41,8.54,204.89,725.71,79.95,9.68,5,84.40,1.000,10,0.011,eleve
GN2025-00730,2025-07-08,2025,7,28,Kindia,Dubréka,côtier,9.79000,-13.52000,26.19,22.48,31.29,17.97,126.50,679.54,77.06,8.88,7,87.53,1.000,17,0.019,eleve
GN2025-00731,2025-08-09,2025,8,32,Kindia,Forécariah,côtier,9.43000,-13.09000,27.80,23.12,31.16,4.32,227.41,1210.10,72.90,7.71,6,98.00,1.000,10,0.011,eleve
